Site,Year,Week,Org Code,Org Name,Mch Code,Criticality,Priority Id,Object Description,Wo No,Actual Reg Date,Actual Start Date,Actual Finish Date,Reaction Hours,Repair Hours,Downtime Hours,Err Cause,Err Cause Descr,Err Type,Err Type Descr,Performed Action Id,Performed Action Descr,Err Class,Err Class Descr,Work Type Category,Work Type Id,Work Type Descr,Wo Status Id
AEAD,2023,202302,MAINT,Maintenance,004-0444-00,1,1,THINNER FILLING M/C,790598,01-04-22 07:57,10-01-23 08:00,10-01-23 08:00,6816,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0457-00,1,1,HYDRAULIC LIFT 2TON,790601,01-04-22 07:57,10-01-23 08:00,10-01-23 08:00,6816,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0508-00,0,1,"FAN,DUST EXTRACTION",790629,01-04-22 07:57,10-01-23 08:00,10-01-23 09:00,6816,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0224-00,1,1,SUPERMILL,790589,01-04-22 07:57,10-01-23 08:00,10-01-23 09:00,6816,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],390977,10-01-23 06:57,10-01-23 08:00,10-01-23 09:00,1.1,1,1,C11,Modifications,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0453-00,2,2,20LTR PRESSING  UNIT,790552,01-04-22 07:57,10-01-23 09:16,10-01-23 09:16,6817.3,0.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0456-00,2,2,4LIT PRESSING  UNIT,790553,01-04-22 07:57,10-01-23 09:18,10-01-23 09:18,6817.3,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0000-00,3,0,FACTORY [ LOCATION ],386768,19-12-22 08:47,10-01-23 08:26,10-01-23 09:26,527.6,7.5,1,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0447-00,1,2,PNEUMATIC  PUMP  AND  FILTERING  GROUP,391052,10-01-23 09:00,10-01-23 09:00,10-01-23 09:30,0,0.5,0.5,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0509-00,0,1,"FAN,DUST EXTRACTION",790630,01-04-22 07:57,10-01-23 09:00,10-01-23 10:00,6817,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0228-00,2,2,PORTABLE MIXER,790591,01-04-22 07:57,10-01-23 09:00,10-01-23 10:00,6817,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0222-00,1,2,"AGITATOR , VARIABLE SPEED",790643,01-04-22 07:57,10-01-23 10:00,10-01-23 11:00,6818,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0319-00,2,1,DEVREE FILLING M/C,790618,01-04-22 07:57,10-01-23 10:00,10-01-23 11:00,6818,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0230-00,2,2,PORTABLE MIXER,790650,01-04-22 07:57,10-01-23 11:00,10-01-23 12:00,6819,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0140-00,2,1,RUSSEL ECO FILTER UNIT,790619,01-04-22 07:57,10-01-23 11:00,10-01-23 12:00,6819,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],390860,09-01-23 16:17,10-01-23 08:00,10-01-23 15:00,15.7,3.5,7,C4,Lack of cleaning.,,,P3,,,,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],391303,11-01-23 06:15,11-01-23 08:00,11-01-23 08:00,1.7,9,0,C1,Run to Fail,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,003-0413-00,2,2,DIESEL FORKLIFT 45680,388910,29-12-22 14:12,11-01-23 08:00,11-01-23 08:00,305.8,3,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,002-0000-00,3,2,ADMIN. BUILDING [LOCATION],391342,11-01-23 08:00,11-01-23 08:00,11-01-23 08:45,0,2,0.8,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,011-0100-00,0,1,"EXHAUST ROOF FAN, CANTEEN",790651,01-04-22 07:57,11-01-23 08:00,11-01-23 09:00,6840,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0492-00,1,1,HEATER,790621,01-04-22 07:57,11-01-23 08:00,11-01-23 09:00,6840,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0116-00,2,2,DIAPHRAGM PUMP,391343,11-01-23 09:00,11-01-23 09:00,11-01-23 09:30,0,0.5,0.5,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,011-0101-00,0,1,"EXHAUST ROOF FAN, CANTEEN",790652,01-04-22 07:57,11-01-23 09:00,11-01-23 10:00,6841,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,790631,01-04-22 07:57,11-01-23 09:00,11-01-23 10:00,6841,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0430-00,2,2,20LTR PRESSING UNIT,389853,04-01-23 12:23,11-01-23 09:00,11-01-23 10:00,164.6,1.5,1,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0490-00,1,1,SUPERFLOW BUHLER MILL [AGITATOR MILL],790637,01-04-22 07:57,11-01-23 10:00,11-01-23 11:00,6842,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0424-00,0,1,DUST  EXTRACTION  SYSTEM [ CHEMFLAKE],790641,01-04-22 07:57,11-01-23 11:00,11-01-23 12:00,6843,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,391391,11-01-23 10:49,11-01-23 13:55,11-01-23 13:55,3.1,0.5,3.1,C23,Condition based maintenanced,T1,Maintenance,P1,,CL7,Maintenance,Corrective Acute,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0009-00,1,1,ELECTRICAL TOMOGRAPHY INSPECTION,790218,01-04-22 07:56,09-01-23 08:00,12-01-23 08:00,6792.1,15,72,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0446-00,2,1,"DALMEC  MANIPULATOR, 160 KG VACCUUM PLATE",790642,01-04-22 07:57,12-01-23 08:00,12-01-23 09:00,6864,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0461-00,1,1,ZINC SILICATE DISSOLVER (160KW),790633,01-04-22 07:57,12-01-23 08:00,12-01-23 09:00,6864,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0515-00,0,1,HMI OVER FILL PROTECTION AND EMERGENCY-LEVEL SWITC,790644,01-04-22 07:57,12-01-23 09:00,12-01-23 10:00,6865,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,010-0104-00,2,1,POT WASHING UNIT FOR RECLAIMER,790649,01-04-22 07:57,12-01-23 10:00,12-01-23 11:00,6866,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0554-00,1,1,WISPERSOR 10 KL,790653,01-04-22 07:57,12-01-23 11:00,12-01-23 12:00,6867,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,003-0420-00,2,2,INDUSTRIAL PALLET TRUCK 6737185,384038,05-12-22 12:02,13-01-23 08:00,13-01-23 08:00,932,3,0,C1,Run to Fail,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0245-00,1,1,"WISPERSOR ,",790607,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0239-00,1,2,"AGITATOR , VARIABLE  SPEED",790604,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0216-00,2,2,"AGITATOR , VARIABLE SPEED",790603,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0107-00,2,2,PARKER FILTER,790593,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,000-0008-00,2,1,OFF LOADING RAMP,790594,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0245-00,1,1,"WISPERSOR ,",790554,01-04-22 07:57,13-01-23 08:00,13-01-23 08:00,6888,3.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,004-0445-00,1,1,DEVREE  AUTOMATIC FILLING M/C,790599,01-04-22 07:57,13-01-23 08:00,13-01-23 09:00,6888,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202302,MAINT,Maintenance,008-0000-00,3,2,PRODUCTION OFFICE AREA [LOCATION ],387768,22-12-22 14:13,14-01-23 08:00,14-01-23 08:00,545.8,6,0,C4,Lack of cleaning.,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0140-00,2,2,RUSSEL ECO FILTER UNIT,392307,16-01-23 08:00,16-01-23 08:00,16-01-23 08:00,0,1,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0433-00,2,2,20LTR PRESSING  UNIT,391582,12-01-23 07:44,16-01-23 08:00,16-01-23 08:00,96.3,2,0,C1,Run to Fail,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0445-00,1,2,DEVREE  AUTOMATIC FILLING M/C,391018,10-01-23 08:47,16-01-23 08:00,16-01-23 08:00,143.2,1.5,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0246-02,1,1,ELECTRICAL PANEL FOR 246-AGITATOR,790608,01-04-22 07:57,16-01-23 08:00,16-01-23 08:00,6960,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0241-00,1,1,DISSOLVER,790605,01-04-22 07:57,16-01-23 08:00,16-01-23 08:00,6960,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0244-00,1,1,WISPERSOR,790606,01-04-22 07:57,16-01-23 08:00,16-01-23 08:00,6960,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0469-00,1,1,INLINE HEATER,790634,01-04-22 07:57,16-01-23 08:00,16-01-23 09:00,6960,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0470-00,1,1,HOT WATER CIRCULATION,790635,01-04-22 07:57,16-01-23 09:00,16-01-23 10:00,6961,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0201-00,1,0,DISSOLVER,392219,16-01-23 10:30,16-01-23 12:30,16-01-23 13:00,2,0.5,0.5,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,016-0104-00,1,2,"DIAPHRAGM PUMP 5305,3''",392483,17-01-23 08:00,17-01-23 08:00,17-01-23 08:00,0,13.5,0,C1,Run to Fail,T1,Maintenance,P1,,CL7,Maintenance,Corrective Acute,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],392485,17-01-23 08:00,17-01-23 08:00,17-01-23 08:00,0,1.5,0,C5,Improper use,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,003-0415-00,2,2,DIESEL FORKLIFT 66752,389901,04-01-23 15:04,17-01-23 08:00,17-01-23 08:00,304.9,,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0215-00,1,2,"AGITATOR , VARIABLE SPEED",392479,17-01-23 08:35,17-01-23 10:00,17-01-23 11:00,1.4,3,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0201-01,1,2,"DISSOLVER TANK , SS , 3000LTR",392496,17-01-23 10:02,17-01-23 11:00,17-01-23 11:30,1,0.5,0.5,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0541-00,2,1,AIR HOIST 2TON near Dissolver 241,392495,17-01-23 10:01,18-01-23 06:14,18-01-23 06:14,20.2,1,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0106-00,2,2,RUSSELL FILTER,790567,01-04-22 07:57,18-01-23 08:00,18-01-23 08:00,7008,1.5,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,003-0000-00,3,2,FINISHED GOODS STORE [ LOCATION],392185,16-01-23 08:15,16-01-23 08:56,18-01-23 08:57,0.7,11.5,48,C12,Timebased Maintenance,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],391640,12-01-23 11:31,18-01-23 08:42,18-01-23 09:42,141.2,2,1,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0172-00,2,1,HIGH PRESSURE CLEANING MACHINE,392773,18-01-23 10:10,18-01-23 12:00,18-01-23 12:30,1.8,0.5,0.5,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0400-00,2,2,"VACUUM CLEANER,AIR OPERATED",388700,28-12-22 11:34,18-01-23 13:40,18-01-23 13:40,506.1,1,0,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0457-02,1,0,LIFT DOOR,392856,18-01-23 13:46,19-01-23 08:00,19-01-23 08:00,18.2,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,000-0000-00,3,,SITE AREA EXTERNAL [LOCATION],392759,16-01-23 08:00,16-01-23 08:00,19-01-23 08:00,0,15.5,72,C28,Ageing,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0000-00,3,0,FACTORY [ LOCATION ],390347,06-01-23 09:58,19-01-23 11:16,19-01-23 11:16,313.3,1,0,C23,Condition based maintenanced,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,009-0000-00,3,2,WARE HOUSE 2 [LOCATION],393016,19-01-23 08:38,19-01-23 09:00,19-01-23 11:54,0.4,2.5,2.9,C11,Modifications,T1,Maintenance,P7,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0444-00,1,2,THINNER FILLING M/C,393063,19-01-23 11:38,19-01-23 11:42,19-01-23 12:42,0.1,1,1,C23,Condition based maintenanced,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0241-00,1,2,DISSOLVER,391833,13-01-23 07:22,20-01-23 07:11,20-01-23 07:11,167.8,3,0,C1,Run to Fail,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0468-02,1,1,"COOLING PUMP, REACTOR",790612,01-04-22 07:57,20-01-23 08:00,20-01-23 08:00,7056,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0468-03,2,1,"COLD WATER CIRCULATION PUMP, ZINC SILICATE",790613,01-04-22 07:57,20-01-23 08:00,20-01-23 08:00,7056,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0248-05,2,1,ELECTRICAL PANEL FOR 248-AGITATOR,790610,01-04-22 07:57,20-01-23 08:00,20-01-23 08:00,7056,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0207-00,2,2,"AGITATOR , CONSTANT SPEED",790602,01-04-22 07:57,20-01-23 08:00,20-01-23 08:00,7056,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,003-0100-00,2,2,WRAPPING MACHINE,393226,20-01-23 09:15,20-01-23 12:10,20-01-23 12:10,2.9,0.5,0,C4,Lack of cleaning.,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202303,MAINT,Maintenance,004-0445-00,1,2,DEVREE  AUTOMATIC FILLING M/C,393213,20-01-23 08:32,20-01-23 12:52,20-01-23 12:52,4.3,1.5,0,C1,Run to Fail,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0172-00,2,2,HIGH PRESSURE CLEANING MACHINE,790573,01-04-22 07:57,23-01-23 08:00,23-01-23 08:00,7128,2,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,025-0100-00,1,2,"CHILLER, PROCESS",790639,01-04-22 07:57,23-01-23 08:00,23-01-23 10:00,7128,2,2,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0247-05,2,1,ELECTRICAL PANEL FOR AGITATOR-247,790609,01-04-22 07:57,23-01-23 15:56,23-01-23 15:56,7136,1,0,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0318-00,1,2,DEVREE FILLING M/C,393671,24-01-23 07:41,24-01-23 08:00,24-01-23 08:00,0.3,3,0,C5,Improper use,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0318-00,1,2,DEVREE FILLING M/C,393533,23-01-23 12:04,24-01-23 08:00,24-01-23 08:00,19.9,1.5,0,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0484-00,1,2,SPRAY BOOTH,790636,01-04-22 07:57,24-01-23 08:00,24-01-23 09:00,7152,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0400-00,2,2,"VACUUM CLEANER,AIR OPERATED",393686,24-01-23 08:31,24-01-23 09:03,24-01-23 10:04,0.5,1,1,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,009-0240-00,0,2,DONALDSON POWDER BOOTH,790646,01-04-22 07:57,24-01-23 10:00,24-01-23 11:00,7154,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,009-0240-00,0,2,DONALDSON POWDER BOOTH,790647,01-04-22 07:57,25-01-23 08:00,25-01-23 09:00,7176,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,010-0103-00,1,2,SOLVENT DISTILLATION UNIT,790648,01-04-22 07:57,25-01-23 09:00,25-01-23 10:00,7177,1,1,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0022-00,1,2,PORTABLE APPLIANCE TEST,790563,01-04-22 07:57,20-01-23 08:00,25-01-23 16:00,7056,17.5,128,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,004-0000-00,3,2,FACTORY [ LOCATION ],394117,26-01-23 06:24,26-01-23 06:28,26-01-23 06:28,0.1,1.5,0,C23,Condition based maintenanced,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,008-0000-00,3,2,PRODUCTION OFFICE AREA [LOCATION ],394387,27-01-23 08:00,27-01-23 08:00,27-01-23 08:00,0,6.5,0,C11,Modifications,T1,Maintenance,P4,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,002-0000-00,3,2,ADMIN. BUILDING [LOCATION],393688,24-01-23 08:31,27-01-23 08:00,27-01-23 08:00,71.5,,0,C1,Run to Fail,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,011-0100-00,0,2,"EXHAUST ROOF FAN, CANTEEN",394352,27-01-23 07:00,27-01-23 07:00,27-01-23 09:00,0,2.5,2,C28,Ageing,T1,Maintenance,P6,,CL7,Maintenance,Operations Support,MNT,Maintenance,FINISHED
AEAD,2023,202304,MAINT,Maintenance,003-0416-00,2,2,INDUSTRIAL PALLET TRUCK 6531263,858533,18-01-23 09:41,27-01-23 00:00,27-01-23 10:00,206.3,2,10,C12,Timebased Maintenance,T1,Maintenance,P3,,CL7,Maintenance,Preventive Maintenancee,MNT,Maintenance,FINISHED
